,year,CAUSE,Ndeaths,YLL,m.YLL,Level,pop,YLLper,YLLrateLCI,YLLrateUCI,cDeathRate,rateLCI,rateUCI,causeName,county,stateRate,SMR,aRate,aLCI,aUCI,YLL.adj.rate
8510,2005,105,11,421.86,38.35090909,gbd36,63107,668.4836864,604.6933739,732.273999,17.43071292,7.130009128,27.7314167,"Endocrine, blood, immune disorders",Lake,6.788830038,2.567557712,17.51350913,8.46166427,33.43569842,742.2686619
8519,2005,167,11,286.28,26.02545455,gbd36,63107,453.6422267,401.0930326,506.1914208,17.43071292,7.130009128,27.7314167,Other digestive diseases,Lake,8.709043528,2.001449741,14.33188736,7.095264331,28.00742035,385.0866692
8520,2005,168,11,237.28,21.57090909,gbd36,63107,375.9963237,328.1552274,423.83742,17.43071292,7.130009128,27.7314167,Genitourinary diseases,Lake,12.96630412,1.344308506,12.8665332,6.352901195,25.73102714,285.4560781
8535,2006,105,11,373.18,33.92545455,gbd36,63792,584.9949837,525.6422054,644.347762,17.24354151,7.053446922,27.4336361,"Endocrine, blood, immune disorders",Lake,6.566092884,2.626149495,14.16272972,6.983296587,27.67895954,510.5615419
8793,2015,104,11,228.9,20.80909091,gbd36,65180,351.181344,305.6870813,396.6756067,16.87634244,6.903244647,26.84944023,Diabetes mellitus,Lake,14.22177973,1.186654747,11.86101563,5.8402964,23.36947535,247.3426979
8850,2001,155,11,208.94,18.99454545,gbd36,33650,620.9212481,536.7286683,705.113828,32.68945022,13.37157462,52.00732582,Chronic obstructive pulmonary disease,Lassen,35.94034922,0.909547373,45.70602331,22.16868976,88.18693622,786.1524472
8942,2005,155,11,200.55,18.23181818,gbd36,34528,580.8329472,500.4455437,661.2203507,31.85820204,13.0315537,50.68485038,Chronic obstructive pulmonary disease,Lassen,34.77503851,0.916122696,45.79559365,22.51073035,84.35293426,786.0484681
8976,2006,198,11,324.44,29.49454545,gbd36,35011,926.6801862,825.8453094,1027.515063,31.41869698,12.85177476,49.9856192,Unintentional injuries,Lassen,22.95097761,1.368948091,40.74928709,19.9644416,75.90050643,1144.417996
9099,2012,132,11,87.84,7.985454545,gbd36,33011,266.0931205,210.4469126,321.7393284,33.32222592,13.63041065,53.0140412,Alzheimer’s disease and other dementias,Lassen,54.41953126,0.612321076,44.15306181,22.03882782,79.80531955,351.3436042
9131,2013,208,11,377.96,34.36,gbd36,32295,1170.335965,1052.348541,1288.32339,34.06100015,13.93260524,54.18939507,Self-harm,Lassen,10.2049767,3.337685244,34.8833197,17.24997963,65.38272025,1112.474845
9566,2011,20,11,459.31,41.75545455,gbd36,9900858,4.639092895,4.214836683,5.063349106,0.111101482,0.045445908,0.176757056,Encephalitis,Los Angeles,0.098208481,1.131281956,0.116824341,0.05809053,0.213307342,4.667856629
9799,2001,209,11,712.89,64.80818182,gbd36,126456,563.7454925,522.3626887,605.1282963,8.698677801,3.558182182,13.83917342,Interpersonal violence,Madera,6.667102834,1.304716309,8.916351207,4.366796201,17.17584285,544.2507397
9827,2002,208,11,544,49.45454545,gbd36,128484,423.3990224,387.8196329,458.978412,8.561377292,3.502019598,13.62073499,Self-harm,Madera,9.187627672,0.931837641,9.030731226,4.467771294,17.21131958,433.7702057
9914,2005,209,11,595.33,54.12090909,gbd36,139868,425.6370292,391.4462806,459.8277778,7.864558012,3.216986631,12.51212939,Interpersonal violence,Madera,6.855523415,1.147185639,8.199542578,4.054257821,15.51656427,423.8746967
9957,2007,110,11,511.35,46.48636364,gbd36,146806,348.3168263,318.1268053,378.5068473,7.492881762,3.064952972,11.92081055,Mental and substance use disorders,Madera,8.322269575,0.90034115,7.821297365,3.898148619,14.68271983,361.6056601
10001,2008,209,11,698.11,63.46454545,gbd36,149114,468.1720026,433.4430569,502.9009484,7.37690626,3.017513353,11.73629917,Interpersonal violence,Madera,6.074957981,1.214313956,7.324206293,3.636263151,13.84997755,451.7990692
10027,2009,167,11,254.08,23.09818182,gbd36,150151,169.2163222,148.4095313,190.0231131,7.325958535,2.996673256,11.65524381,Other digestive diseases,Madera,8.719643477,0.84016721,8.815681428,4.368287769,16.11054736,191.5288051
10038,2010,21,11,378.32,34.39272727,gbd36,150193,251.8892358,226.5071067,277.271365,7.323909903,2.995835266,11.65198454,Hepatitis,Madera,3.487476677,2.100059894,8.167484146,4.074578164,14.95091213,278.5608668
10063,2010,209,11,563.69,51.24454545,gbd36,150193,375.3104339,344.3277837,406.2930841,7.323909903,2.995835266,11.65198454,Interpersonal violence,Madera,5.075858912,1.442890756,7.492920464,3.730103866,13.87143642,374.6763248
10127,2013,46,11,263.9,23.99090909,gbd36,152235,173.3504122,152.4356334,194.2651909,7.225670838,2.955650712,11.49569096,Other infectious diseases,Madera,4.784560068,1.510205899,7.754260184,3.86307851,14.12389974,185.1383756
10165,2014,105,11,476.7,43.33636364,gbd36,154181,309.1820652,281.4271562,336.9369743,7.134471822,2.91834588,11.35059776,"Endocrine, blood, immune disorders",Madera,8.177718762,0.872428122,7.434876604,3.691189314,13.54539213,300.8516851
10196,2015,105,11,224.91,20.44636364,gbd36,154956,145.1444281,126.1754438,164.1134124,7.098789334,2.903750007,11.29382866,"Endocrine, blood, immune disorders",Madera,8.640595247,0.821562535,7.584913672,3.774888696,13.71555204,154.4590897
10318,2003,58,11,1011.34,91.94,gbd36,247280,408.9857651,383.7795469,434.1919833,4.448398577,1.819611315,7.077185838,Neonatal conditions,Marin,4.01820592,1.107060879,5.024265472,2.508095221,9.285036798,461.9309675
10324,2003,110,11,364.43,33.13,gbd36,247280,147.3754448,132.2444961,162.5063936,4.448398577,1.819611315,7.077185838,Mental and substance use disorders,Marin,8.782407876,0.50651241,4.192013664,2.064873774,7.99408649,137.7530497
10472,2008,46,11,181.86,16.53272727,gbd36,250288,72.66029534,62.0999856,83.22060508,4.394937033,1.797742944,6.992131121,Other infectious diseases,Marin,4.466003054,0.984087333,3.490785982,1.738357974,6.889433368,59.35900152
10565,2011,21,11,370.42,33.67454545,gbd36,254389,145.611642,130.7831504,160.4401337,4.32408634,1.768761566,6.879411114,Hepatitis,Marin,3.445259681,1.25508285,3.363648787,1.678223965,6.560464829,113.7053592
10688,2015,21,11,323.58,29.41636364,gbd36,262105,123.4543408,110.0030606,136.9056211,4.196791362,1.716691731,6.676890994,Hepatitis,Marin,3.105493936,1.351408648,3.043191181,1.512403129,6.065073912,91.12762275
10742,2001,155,11,172.86,15.71454545,gbd36,17269,1000.984423,851.7640381,1150.204808,63.69795587,26.05556118,101.3403506,Chronic obstructive pulmonary disease,Mariposa,35.94034922,1.772324345,57.36549843,27.83982154,112.3930759,821.8357672
10763,2002,155,11,168.93,15.35727273,gbd36,17461,967.4703625,821.578063,1113.362662,62.99753737,25.76905596,100.2260188,Chronic obstructive pulmonary disease,Mariposa,34.52945178,1.824458082,56.83870624,27.69217994,111.2894811,806.4460807
10770,2002,198,11,549.17,49.92454545,gbd36,17461,3145.123418,2882.077007,3408.169829,62.99753737,25.76905596,100.2260188,Unintentional injuries,Mariposa,22.27928156,2.827628764,72.42144502,34.21035396,138.351941,3948.853841
10913,2009,198,11,438.76,39.88727273,gbd36,18281,2400.087523,2175.512394,2624.662651,60.17176303,24.61317685,95.73034921,Unintentional injuries,Mariposa,19.45400198,3.093027496,50.52803443,23.85697634,100.5325383,2315.751072
10942,2011,132,11,145.58,13.23454545,gbd36,18237,798.2672589,668.5954556,927.9390622,60.31693809,24.67256051,95.96131567,Alzheimer’s disease and other dementias,Mariposa,52.57869724,1.14717445,39.71109477,19.60683782,81.76360187,502.6230859
10992,2013,155,11,204.33,18.57545455,gbd36,18154,1125.537072,971.2101025,1279.864041,60.59270684,24.78536334,96.40005034,Chronic obstructive pulmonary disease,Mariposa,33.86978606,1.788989949,33.34907764,16.58331164,72.1461243,627.0882022
11126,2002,160,11,419.44,38.13090909,gbd36,87507,479.3216543,433.4504419,525.1928666,12.57042294,5.141914202,19.99893167,Cirrhosis of the liver,Mendocino,10.47275067,1.20029812,12.33304123,6.084383886,22.78789014,470.1725768
11156,2003,160,11,364.76,33.16,gbd36,88017,414.4199416,371.8909454,456.9489378,12.49758569,5.112120228,19.88305116,Cirrhosis of the liver,Mendocino,10.79716232,1.157487988,11.57792811,5.747697298,21.47313445,380.0013021
11234,2006,105,11,269.18,24.47090909,gbd36,87584,307.33924,270.6241405,344.0543396,12.55937157,5.137393657,19.98134949,"Endocrine, blood, immune disorders",Mendocino,6.566092884,1.91276179,11.15693965,5.549967314,20.73438687,266.8251236
11348,2010,48,11,157.35,14.30454545,gbd36,87661,179.4982946,151.4520289,207.5445603,12.54833963,5.132881054,19.9637982,Lower respiratory infections,Mendocino,15.6963236,0.799444503,10.62921184,5.299148121,19.70468383,158.9109746
11452,2013,138,11,252.77,22.97909091,gbd36,88064,287.0298874,251.6454375,322.4143372,12.4909157,5.109391875,19.87243952,Other neurological conditions,Mendocino,5.060792839,2.468173682,10.06744888,4.976738968,18.92238512,252.5127504
11541,2000,157,11,234.39,21.30818182,gbd36,211109,111.0279524,96.81413007,125.2417747,5.210578422,2.131379932,8.289776911,Other respiratory diseases,Merced,8.776255054,0.593713194,7.560129504,3.703543891,13.98008116,148.7808609
11549,2000,208,11,438.38,39.85272727,gbd36,211109,207.6557608,188.2170835,227.094438,5.210578422,2.131379932,8.289776911,Self-harm,Merced,9.155657501,0.569110238,6.566069604,3.208286998,12.37049191,240.2191168
11611,2002,185,11,839.09,76.28090909,gbd36,222733,376.7245985,351.2347182,402.2144789,4.938648516,2.020147379,7.857149654,Congenital anomalies,Merced,3.726570476,1.32525295,4.417651209,2.113376727,8.803671844,302.4736356
11632,2003,138,11,409.16,37.19636364,gbd36,229182,178.5306001,161.2318721,195.8293282,4.799678858,1.963302031,7.636055685,Other neurological conditions,Merced,4.532491066,1.058949436,5.667364106,2.800670407,10.6194696,201.7859148
11653,2004,58,11,1011.34,91.94,gbd36,235549,429.3544018,402.8928434,455.8159603,4.669941286,1.910233056,7.429649516,Neonatal conditions,Merced,3.971720789,1.175797981,3.33867131,1.666652689,6.828089149,306.9574403
11685,2005,58,11,1011.34,91.94,gbd36,240600,420.3408146,394.4347729,446.2468563,4.571903574,1.870130865,7.273676284,Neonatal conditions,Merced,4.140547178,1.104178597,3.225362721,1.61008945,6.570458788,296.5398486
11688,2005,103,11,242.76,22.06909091,gbd36,240600,100.8977556,88.20543504,113.5900762,4.571903574,1.870130865,7.273676284,Other neoplasms,Merced,3.334668868,1.371021758,6.437473799,3.179796504,11.75082654,133.9021099
11719,2006,58,11,1011.34,91.94,gbd36,245555,411.8588504,386.4755609,437.2421398,4.479648144,1.832393908,7.12690238,Neonatal conditions,Merced,3.898272792,1.149136652,3.161498622,1.578208721,6.420908611,290.6681833
11727,2006,133,11,162.36,14.76,gbd36,245555,66.11960661,55.94918795,76.29002526,4.479648144,1.832393908,7.12690238,Parkinson disease,Merced,5.332881321,0.840005219,6.579170568,3.265951792,11.91756392,97.46256438
11729,2006,138,11,502.46,45.67818182,gbd36,245555,204.6221824,186.7305463,222.5138185,4.479648144,1.832393908,7.12690238,Other neurological conditions,Merced,4.585229569,0.976973579,5.423309288,2.642077736,10.11792387,218.6020953
11802,2008,179,11,331.25,30.11363636,gbd36,251932,131.4838925,117.3245626,145.6432224,4.366257562,1.786011646,6.946503477,Musculoskeletal diseases,Merced,3.595051061,1.214518928,5.683161083,2.796436548,10.43752096,151.8464497
11813,2009,46,11,278.22,25.29272727,gbd36,254123,109.482416,96.61775665,122.3470753,4.328612522,1.770612995,6.88661205,Other infectious diseases,Merced,4.585027501,0.944075585,5.9236931,2.937006709,10.75303901,141.415411
11816,2009,58,11,1011.34,91.94,gbd36,254123,397.9726353,373.4451678,422.5001028,4.328612522,1.770612995,6.88661205,Neonatal conditions,Merced,3.417194026,1.266715466,3.191500431,1.593185516,6.337150452,293.4265497
11920,2012,133,11,189.48,17.22545455,gbd36,262919,72.06782317,61.80639505,82.32925129,4.183798052,1.711376835,6.656219269,Parkinson disease,Merced,6.285242936,0.665654151,5.502778003,2.742567764,9.955102141,93.8606986
11953,2013,133,11,123.93,11.26636364,gbd36,264783,46.80436433,38.56400372,55.04472494,4.154345256,1.699329209,6.609361303,Parkinson disease,Merced,6.611344713,0.628366155,5.574091184,2.776305252,10.05318987,61.57263011
11965,2013,185,11,796.2,72.38181818,gbd36,264783,300.699063,279.8123991,321.585727,4.154345256,1.699329209,6.609361303,Congenital anomalies,Merced,2.691966531,1.543238078,3.935505602,1.939966685,7.426069203,269.1185675
12016,2015,103,11,295.42,26.85636364,gbd36,269729,109.5247452,97.03537912,122.0141113,4.078167346,1.66816874,6.488165952,Other neoplasms,Merced,3.581686741,1.138616423,4.931465854,2.4451373,8.95121881,116.9718992
12021,2015,133,11,116.77,10.61545455,gbd36,269729,43.29160009,35.43949526,51.14370491,4.078167346,1.66816874,6.488165952,Parkinson disease,Merced,7.363067239,0.553868003,5.302478615,2.643506459,9.534983851,55.41049938
12325,2000,147,11,173.32,15.75636364,gbd36,12855,1348.269156,1147.544672,1548.99364,85.56981719,35.00221595,136.1374184,Cardiovascular diseases,Mono,273.5226944,0.312843574,448.4355378,186.4470188,937.3492427,5111.694277
12369,2003,198,11,528.03,48.00272727,gbd36,13574,3890.010314,3558.215537,4221.805091,81.03727715,33.14818669,128.9263676,Unintentional injuries,Mono,23.47344345,3.452296095,116.8559117,35.33517975,342.1076287,3869.022404
12401,2006,147,11,260.2,23.65454545,gbd36,14151,1838.739312,1615.32314,2062.155484,77.7330224,31.79658583,123.669459,Cardiovascular diseases,Mono,235.573756,0.329973184,205.9449341,84.85098622,432.8848282,2930.020423
12430,2009,70,11,265.75,24.15909091,gbd36,14075,1888.099467,1661.093996,2115.104938,78.15275311,31.9682761,124.3372301,Malignant neoplasms,Mono,149.9411876,0.521222717,100.3924956,44.18120889,222.1245667,2049.430595
12477,2013,70,11,296.84,26.98545455,gbd36,13902,2135.232341,1892.329822,2378.134859,79.12530571,32.3660974,125.884514,Malignant neoplasms,Mono,149.3168425,0.529915476,80.44304883,40.09887928,153.823008,2141.201735
12522,2000,103,11,226.56,20.59636364,gbd36,402854,56.23873661,48.91568612,63.56178711,2.730517756,1.11691453,4.344120982,Other neoplasms,Monterey,3.455797483,0.79012667,3.383159287,1.672384005,6.279935448,68.77909223
12611,2003,10,11,471.5,42.86363636,gbd36,411941,114.4581384,104.1268635,124.7894134,2.670285308,1.09227653,4.248294086,HIV/AIDS,Monterey,3.854312852,0.692804505,3.143933796,1.540173271,5.819911949,129.067206
12653,2004,103,11,235.44,21.40363636,gbd36,411121,57.26781167,49.95274052,64.58288281,2.675611316,1.094455127,4.256767506,Other neoplasms,Monterey,3.38435363,0.790582666,3.529936946,1.741317842,6.438254756,68.67253467
12710,2006,21,11,341.59,31.05363636,gbd36,405877,84.16096502,75.23600615,93.08592389,2.710180671,1.108595673,4.311765668,Hepatitis,Monterey,2.750585969,0.985310294,3.404899221,1.684915747,6.234134682,104.6290162
12765,2007,179,11,356.53,32.41181818,gbd36,407896,87.40708416,78.33417246,96.47999586,2.696765842,1.103108356,4.290423328,Musculoskeletal diseases,Monterey,3.62492018,0.743951786,3.184673664,1.571706095,5.875546272,98.07438704
12929,2012,179,11,260.58,23.68909091,gbd36,423881,61.47480071,54.01074829,68.93885313,2.595067955,1.061508976,4.128626935,Musculoskeletal diseases,Monterey,3.356861242,0.773063814,2.875048971,1.433838822,5.201310184,68.69559805
12959,2013,178,11,214.44,19.49454545,gbd36,426453,50.28455656,43.55432795,57.01478517,2.579416724,1.055106861,4.103726586,Skin diseases,Monterey,0.776578922,3.321512664,2.714336686,1.353455343,4.909901302,54.00972822
13046,2000,133,11,154.58,14.05272727,gbd36,124601,124.0599995,104.5029554,143.6170436,8.828179549,3.611154694,14.0452044,Parkinson disease,Napa,4.35577538,2.026775666,6.495951735,3.166293625,12.52880132,95.83326745
13056,2000,179,11,121.56,11.05090909,gbd36,124601,97.55940964,80.21650209,114.9023172,8.828179549,3.611154694,14.0452044,Musculoskeletal diseases,Napa,3.935197474,2.243389209,6.761850652,3.333082572,12.89630984,76.98456637
13066,2001,46,11,300.77,27.34272727,gbd36,126188,238.3507148,211.4138348,265.2875948,8.717152186,3.565739104,13.86856527,Other infectious diseases,Napa,5.16910537,1.686394755,7.586955985,3.741187719,14.14272496,211.2520053
13222,2006,138,11,279.73,25.43,gbd36,131920,212.0451789,187.1962902,236.8940676,8.338386901,3.410805686,13.26596812,Other neurological conditions,Napa,4.585229569,1.818532044,7.648382687,3.759599308,14.17768877,212.1472971
13276,2008,110,11,428.47,38.95181818,gbd36,134786,317.8890983,287.7893048,347.9888917,8.161084979,3.338280579,12.98388938,Mental and substance use disorders,Napa,8.123458774,1.004631796,7.738574397,3.824091867,14.2494479,321.6424676
13321,2009,208,11,496.14,45.10363636,gbd36,135664,365.7123482,333.5323812,397.8923151,8.108267484,3.316675655,12.89985931,Self-harm,Napa,10.07896928,0.804473876,8.144319019,4.052899778,14.8582502,373.667362
13336,2010,105,11,278.83,25.34818182,gbd36,136237,204.6653993,180.6426467,228.6881519,8.074164874,3.302726029,12.84560372,"Endocrine, blood, immune disorders",Napa,7.315129651,1.103762375,7.115155062,3.525587221,13.12818802,190.6930273
13337,2010,110,11,399.93,36.35727273,gbd36,136237,293.5546144,264.7842733,322.3249555,8.074164874,3.302726029,12.84560372,Mental and substance use disorders,Napa,7.882982997,1.024252479,7.340194836,3.655442445,13.46327145,272.6586847
13340,2010,138,11,287.2,26.10909091,gbd36,136237,210.8091047,186.4284571,235.1897523,8.074164874,3.302726029,12.84560372,Other neurological conditions,Napa,5.016930735,1.609383366,7.067298428,3.493198607,13.06514277,199.7749505
13418,2013,46,11,246.84,22.44,gbd36,139298,177.2028313,155.0967899,199.3088727,7.896739365,3.230150369,12.56332836,Other infectious diseases,Napa,4.784560068,1.650463,6.386495158,3.151907689,11.97286245,167.4302101
13520,2000,160,11,411.37,37.39727273,gbd36,91872,447.7642807,404.4948453,491.0337162,11.97318008,4.897612832,19.04874732,Cirrhosis of the liver,Nevada,10.59973968,1.129573031,9.665367389,4.798271656,19.44970892,358.4034683
13607,2003,157,11,187.98,17.08909091,gbd36,95974,195.8655469,167.8660442,223.8650496,11.46143747,4.688285224,18.23458972,Other respiratory diseases,Nevada,8.36702372,1.369834466,9.239140139,4.565766466,18.48062608,154.0901557
13657,2005,105,11,227.93,20.72090909,gbd36,97802,233.0524938,202.7972191,263.3077685,11.24721376,4.600657308,17.89377021,"Endocrine, blood, immune disorders",Nevada,6.788830038,1.656723426,8.653357613,4.191495797,17.52371803,218.2989974
13667,2005,160,11,353.12,32.10181818,gbd36,97802,361.0560111,323.3976416,398.7143807,11.24721376,4.600657308,17.89377021,Cirrhosis of the liver,Nevada,10.4541869,1.075857344,8.783067149,4.346166643,17.58434306,288.6135133
