County,Year,Sex,Disease,Cases
Nevada,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Nevada,2017,Total,Cryptosporidiosis,1
Nevada,2017,Total,Cyclosporiasis,0
Nevada,2017,Total,Cysticercosis or Taeniasis,0
Nevada,2017,Total,Dengue,1
Nevada,2017,Total,Domoic Acid Poisoning,0
Nevada,2017,Total,E. coli O157,12
Nevada,2017,Total,E. coli Other STEC (non-O157),2
Nevada,2017,Total,Ehrlichiosis,0
Nevada,2017,Total,Flavivirus Infection of Undetermined Species,0
Nevada,2017,Total,Giardiasis,16
Nevada,2017,Total,Hantavirus Infection,0
Nevada,2017,Total,Hemolytic Uremic Syndrome,4
Nevada,2017,Total,"Hepatitis E, acute infection",0
Nevada,2017,Total,Legionellosis,2
Nevada,2017,Total,Leprosy,0
Nevada,2017,Total,Leptospirosis,0
Nevada,2017,Total,Listeriosis,0
Nevada,2017,Total,Lyme Disease,0
Nevada,2017,Total,Malaria,0
Nevada,2017,Total,Paralytic Shellfish Poisoning,0
Nevada,2017,Total,"Plague, human",0
Nevada,2017,Total,Psittacosis,0
Nevada,2017,Total,Q Fever,0
Nevada,2017,Total,"Rabies, human",0
Nevada,2017,Total,Relapsing Fever,0
Nevada,2017,Total,Salmonellosis,12
Nevada,2017,Total,Scombroid Fish Poisoning,0
Nevada,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),1
Nevada,2017,Total,Shigellosis,2
Nevada,2017,Total,Spotted Fever Rickettsiosis,0
Nevada,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Nevada,2017,Total,Trichinosis,0
Nevada,2017,Total,Tularemia,0
Nevada,2017,Total,"Typhoid Fever, case",0
Nevada,2017,Total,Typhus Fever,0
Nevada,2017,Total,Vibrio Infection (non-Cholera),0
Nevada,2017,Total,Yellow Fever,0
Nevada,2017,Total,Yersiniosis,0
Nevada,2017,Total,Zika Virus Infection,0
Orange,2017,Total,Amebiasis,11
Orange,2017,Total,Anaplasmosis,0
Orange,2017,Total,Anthrax,0
Orange,2017,Total,Babesiosis,1
Orange,2017,Total,"Botulism, Foodborne",2
Orange,2017,Total,"Botulism, Other",0
Orange,2017,Total,"Botulism, Wound",1
Orange,2017,Total,Brucellosis,2
Orange,2017,Total,Campylobacteriosis,523
Orange,2017,Total,Chikungunya Virus Infection,2
Orange,2017,Total,Cholera,0
Orange,2017,Total,Ciguatera Fish Poisoning,0
Orange,2017,Total,Coccidioidomycosis,231
Orange,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,2
Orange,2017,Total,Cryptosporidiosis,34
Orange,2017,Total,Cyclosporiasis,2
Orange,2017,Total,Cysticercosis or Taeniasis,6
Orange,2017,Total,Dengue,10
Orange,2017,Total,Domoic Acid Poisoning,0
Orange,2017,Total,E. coli O157,18
Orange,2017,Total,E. coli Other STEC (non-O157),23
Orange,2017,Total,Ehrlichiosis,0
Orange,2017,Total,Flavivirus Infection of Undetermined Species,0
Orange,2017,Total,Giardiasis,124
Orange,2017,Total,Hantavirus Infection,1
Orange,2017,Total,Hemolytic Uremic Syndrome,2
Orange,2017,Total,"Hepatitis E, acute infection",1
Orange,2017,Total,Legionellosis,58
Orange,2017,Total,Leprosy,0
Orange,2017,Total,Leptospirosis,0
Orange,2017,Total,Listeriosis,16
Orange,2017,Total,Lyme Disease,0
Orange,2017,Total,Malaria,4
Orange,2017,Total,Paralytic Shellfish Poisoning,0
Orange,2017,Total,"Plague, human",0
Orange,2017,Total,Psittacosis,0
Orange,2017,Total,Q Fever,0
Orange,2017,Total,"Rabies, human",0
Orange,2017,Total,Relapsing Fever,0
Orange,2017,Total,Salmonellosis,372
Orange,2017,Total,Scombroid Fish Poisoning,4
Orange,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),4
Orange,2017,Total,Shigellosis,91
Orange,2017,Total,Spotted Fever Rickettsiosis,0
Orange,2017,Total,Streptococcal Infection (cases in food and dairy workers),2
Orange,2017,Total,Trichinosis,0
Orange,2017,Total,Tularemia,0
Orange,2017,Total,"Typhoid Fever, case",7
Orange,2017,Total,Typhus Fever,11
Orange,2017,Total,Vibrio Infection (non-Cholera),20
Orange,2017,Total,Yellow Fever,0
Orange,2017,Total,Yersiniosis,15
Orange,2017,Total,Zika Virus Infection,10
Placer,2017,Total,Amebiasis,3
Placer,2017,Total,Anaplasmosis,0
Placer,2017,Total,Anthrax,0
Placer,2017,Total,Babesiosis,0
Placer,2017,Total,"Botulism, Foodborne",0
Placer,2017,Total,"Botulism, Other",0
Placer,2017,Total,"Botulism, Wound",0
Placer,2017,Total,Brucellosis,0
Placer,2017,Total,Campylobacteriosis,78
Placer,2017,Total,Chikungunya Virus Infection,0
Placer,2017,Total,Cholera,0
Placer,2017,Total,Ciguatera Fish Poisoning,0
Placer,2017,Total,Coccidioidomycosis,2
Placer,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Placer,2017,Total,Cryptosporidiosis,2
Placer,2017,Total,Cyclosporiasis,1
Placer,2017,Total,Cysticercosis or Taeniasis,1
Placer,2017,Total,Dengue,1
Placer,2017,Total,Domoic Acid Poisoning,0
Placer,2017,Total,E. coli O157,20
Placer,2017,Total,E. coli Other STEC (non-O157),19
Placer,2017,Total,Ehrlichiosis,0
Placer,2017,Total,Flavivirus Infection of Undetermined Species,0
Placer,2017,Total,Giardiasis,23
Placer,2017,Total,Hantavirus Infection,0
Placer,2017,Total,Hemolytic Uremic Syndrome,0
Placer,2017,Total,"Hepatitis E, acute infection",0
Placer,2017,Total,Legionellosis,2
Placer,2017,Total,Leprosy,0
Placer,2017,Total,Leptospirosis,0
Placer,2017,Total,Listeriosis,2
Placer,2017,Total,Lyme Disease,3
Placer,2017,Total,Malaria,1
Placer,2017,Total,Paralytic Shellfish Poisoning,0
Placer,2017,Total,"Plague, human",0
Placer,2017,Total,Psittacosis,0
Placer,2017,Total,Q Fever,1
Placer,2017,Total,"Rabies, human",0
Placer,2017,Total,Relapsing Fever,0
Placer,2017,Total,Salmonellosis,100
Placer,2017,Total,Scombroid Fish Poisoning,0
Placer,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),1
Placer,2017,Total,Shigellosis,17
Placer,2017,Total,Spotted Fever Rickettsiosis,0
Placer,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Placer,2017,Total,Trichinosis,0
Placer,2017,Total,Tularemia,0
Placer,2017,Total,"Typhoid Fever, case",0
Placer,2017,Total,Typhus Fever,0
Placer,2017,Total,Vibrio Infection (non-Cholera),3
Placer,2017,Total,Yellow Fever,0
Placer,2017,Total,Yersiniosis,0
Placer,2017,Total,Zika Virus Infection,1
Plumas,2017,Total,Amebiasis,0
Plumas,2017,Total,Anaplasmosis,0
Plumas,2017,Total,Anthrax,0
Plumas,2017,Total,Babesiosis,0
Plumas,2017,Total,"Botulism, Foodborne",0
Plumas,2017,Total,"Botulism, Other",0
Plumas,2017,Total,"Botulism, Wound",0
Plumas,2017,Total,Brucellosis,0
Plumas,2017,Total,Campylobacteriosis,0
Plumas,2017,Total,Chikungunya Virus Infection,0
Plumas,2017,Total,Cholera,0
Plumas,2017,Total,Ciguatera Fish Poisoning,0
Plumas,2017,Total,Coccidioidomycosis,0
Plumas,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
Plumas,2017,Total,Cryptosporidiosis,1
Plumas,2017,Total,Cyclosporiasis,0
Plumas,2017,Total,Cysticercosis or Taeniasis,0
Plumas,2017,Total,Dengue,0
Plumas,2017,Total,Domoic Acid Poisoning,0
Plumas,2017,Total,E. coli O157,1
Plumas,2017,Total,E. coli Other STEC (non-O157),0
Plumas,2017,Total,Ehrlichiosis,0
Plumas,2017,Total,Flavivirus Infection of Undetermined Species,0
Plumas,2017,Total,Giardiasis,4
Plumas,2017,Total,Hantavirus Infection,0
Plumas,2017,Total,Hemolytic Uremic Syndrome,0
Plumas,2017,Total,"Hepatitis E, acute infection",0
Plumas,2017,Total,Legionellosis,0
Plumas,2017,Total,Leprosy,0
Plumas,2017,Total,Leptospirosis,0
Plumas,2017,Total,Listeriosis,0
Plumas,2017,Total,Lyme Disease,0
Plumas,2017,Total,Malaria,0
Plumas,2017,Total,Paralytic Shellfish Poisoning,0
Plumas,2017,Total,"Plague, human",0
Plumas,2017,Total,Psittacosis,0
Plumas,2017,Total,Q Fever,0
Plumas,2017,Total,"Rabies, human",0
Plumas,2017,Total,Relapsing Fever,0
Plumas,2017,Total,Salmonellosis,1
Plumas,2017,Total,Scombroid Fish Poisoning,0
Plumas,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),1
Plumas,2017,Total,Shigellosis,1
Plumas,2017,Total,Spotted Fever Rickettsiosis,0
Plumas,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Plumas,2017,Total,Trichinosis,0
Plumas,2017,Total,Tularemia,0
Plumas,2017,Total,"Typhoid Fever, case",0
Plumas,2017,Total,Typhus Fever,0
Plumas,2017,Total,Vibrio Infection (non-Cholera),0
Plumas,2017,Total,Yellow Fever,0
Plumas,2017,Total,Yersiniosis,0
Plumas,2017,Total,Zika Virus Infection,0
Riverside,2017,Total,Amebiasis,1
Riverside,2017,Total,Anaplasmosis,0
Riverside,2017,Total,Anthrax,0
Riverside,2017,Total,Babesiosis,0
Riverside,2017,Total,"Botulism, Foodborne",1
Riverside,2017,Total,"Botulism, Other",0
Riverside,2017,Total,"Botulism, Wound",3
Riverside,2017,Total,Brucellosis,1
Riverside,2017,Total,Campylobacteriosis,342
Riverside,2017,Total,Chikungunya Virus Infection,0
Riverside,2017,Total,Cholera,0
Riverside,2017,Total,Ciguatera Fish Poisoning,0
Riverside,2017,Total,Coccidioidomycosis,133
Riverside,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
Riverside,2017,Total,Cryptosporidiosis,19
Riverside,2017,Total,Cyclosporiasis,3
Riverside,2017,Total,Cysticercosis or Taeniasis,0
Riverside,2017,Total,Dengue,1
Riverside,2017,Total,Domoic Acid Poisoning,0
Riverside,2017,Total,E. coli O157,7
Riverside,2017,Total,E. coli Other STEC (non-O157),12
Riverside,2017,Total,Ehrlichiosis,0
Riverside,2017,Total,Flavivirus Infection of Undetermined Species,0
Riverside,2017,Total,Giardiasis,88
Riverside,2017,Total,Hantavirus Infection,0
Riverside,2017,Total,Hemolytic Uremic Syndrome,3
Riverside,2017,Total,"Hepatitis E, acute infection",0
Riverside,2017,Total,Legionellosis,44
Riverside,2017,Total,Leprosy,0
Riverside,2017,Total,Leptospirosis,0
Riverside,2017,Total,Listeriosis,4
Riverside,2017,Total,Lyme Disease,5
Riverside,2017,Total,Malaria,10
Riverside,2017,Total,Paralytic Shellfish Poisoning,0
Riverside,2017,Total,"Plague, human",0
Riverside,2017,Total,Psittacosis,0
Riverside,2017,Total,Q Fever,11
Riverside,2017,Total,"Rabies, human",0
Riverside,2017,Total,Relapsing Fever,0
Riverside,2017,Total,Salmonellosis,254
Riverside,2017,Total,Scombroid Fish Poisoning,0
Riverside,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),5
Riverside,2017,Total,Shigellosis,116
Riverside,2017,Total,Spotted Fever Rickettsiosis,2
Riverside,2017,Total,Streptococcal Infection (cases in food and dairy workers),1
Riverside,2017,Total,Trichinosis,0
Riverside,2017,Total,Tularemia,0
Riverside,2017,Total,"Typhoid Fever, case",1
Riverside,2017,Total,Typhus Fever,0
Riverside,2017,Total,Vibrio Infection (non-Cholera),6
Riverside,2017,Total,Yellow Fever,0
Riverside,2017,Total,Yersiniosis,9
Riverside,2017,Total,Zika Virus Infection,4
Sacramento,2017,Total,Amebiasis,1
Sacramento,2017,Total,Anaplasmosis,0
Sacramento,2017,Total,Anthrax,0
Sacramento,2017,Total,Babesiosis,0
Sacramento,2017,Total,"Botulism, Foodborne",4
Sacramento,2017,Total,"Botulism, Other",0
Sacramento,2017,Total,"Botulism, Wound",1
Sacramento,2017,Total,Brucellosis,1
Sacramento,2017,Total,Campylobacteriosis,388
Sacramento,2017,Total,Chikungunya Virus Infection,1
Sacramento,2017,Total,Cholera,0
Sacramento,2017,Total,Ciguatera Fish Poisoning,0
Sacramento,2017,Total,Coccidioidomycosis,40
Sacramento,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
Sacramento,2017,Total,Cryptosporidiosis,19
Sacramento,2017,Total,Cyclosporiasis,0
Sacramento,2017,Total,Cysticercosis or Taeniasis,2
Sacramento,2017,Total,Dengue,6
Sacramento,2017,Total,Domoic Acid Poisoning,0
Sacramento,2017,Total,E. coli O157,22
Sacramento,2017,Total,E. coli Other STEC (non-O157),36
Sacramento,2017,Total,Ehrlichiosis,0
Sacramento,2017,Total,Flavivirus Infection of Undetermined Species,0
Sacramento,2017,Total,Giardiasis,9
Sacramento,2017,Total,Hantavirus Infection,1
Sacramento,2017,Total,Hemolytic Uremic Syndrome,1
Sacramento,2017,Total,"Hepatitis E, acute infection",1
Sacramento,2017,Total,Legionellosis,11
Sacramento,2017,Total,Leprosy,0
Sacramento,2017,Total,Leptospirosis,2
Sacramento,2017,Total,Listeriosis,3
Sacramento,2017,Total,Lyme Disease,1
Sacramento,2017,Total,Malaria,12
Sacramento,2017,Total,Paralytic Shellfish Poisoning,0
Sacramento,2017,Total,"Plague, human",0
Sacramento,2017,Total,Psittacosis,0
Sacramento,2017,Total,Q Fever,2
Sacramento,2017,Total,"Rabies, human",0
Sacramento,2017,Total,Relapsing Fever,0
Sacramento,2017,Total,Salmonellosis,289
Sacramento,2017,Total,Scombroid Fish Poisoning,1
Sacramento,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),5
Sacramento,2017,Total,Shigellosis,91
Sacramento,2017,Total,Spotted Fever Rickettsiosis,0
Sacramento,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
Sacramento,2017,Total,Trichinosis,5
Sacramento,2017,Total,Tularemia,1
Sacramento,2017,Total,"Typhoid Fever, case",4
Sacramento,2017,Total,Typhus Fever,0
Sacramento,2017,Total,Vibrio Infection (non-Cholera),4
Sacramento,2017,Total,Yellow Fever,0
Sacramento,2017,Total,Yersiniosis,1
Sacramento,2017,Total,Zika Virus Infection,0
San Benito,2017,Total,Amebiasis,1
San Benito,2017,Total,Anaplasmosis,0
San Benito,2017,Total,Anthrax,0
San Benito,2017,Total,Babesiosis,0
San Benito,2017,Total,"Botulism, Foodborne",0
San Benito,2017,Total,"Botulism, Other",0
San Benito,2017,Total,"Botulism, Wound",0
San Benito,2017,Total,Brucellosis,0
San Benito,2017,Total,Campylobacteriosis,7
San Benito,2017,Total,Chikungunya Virus Infection,0
San Benito,2017,Total,Cholera,0
San Benito,2017,Total,Ciguatera Fish Poisoning,0
San Benito,2017,Total,Coccidioidomycosis,4
San Benito,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
San Benito,2017,Total,Cryptosporidiosis,0
San Benito,2017,Total,Cyclosporiasis,0
San Benito,2017,Total,Cysticercosis or Taeniasis,0
San Benito,2017,Total,Dengue,0
San Benito,2017,Total,Domoic Acid Poisoning,0
San Benito,2017,Total,E. coli O157,2
San Benito,2017,Total,E. coli Other STEC (non-O157),2
San Benito,2017,Total,Ehrlichiosis,0
San Benito,2017,Total,Flavivirus Infection of Undetermined Species,0
San Benito,2017,Total,Giardiasis,2
San Benito,2017,Total,Hantavirus Infection,0
San Benito,2017,Total,Hemolytic Uremic Syndrome,0
San Benito,2017,Total,"Hepatitis E, acute infection",0
San Benito,2017,Total,Legionellosis,0
San Benito,2017,Total,Leprosy,0
San Benito,2017,Total,Leptospirosis,0
San Benito,2017,Total,Listeriosis,0
San Benito,2017,Total,Lyme Disease,0
San Benito,2017,Total,Malaria,0
San Benito,2017,Total,Paralytic Shellfish Poisoning,0
San Benito,2017,Total,"Plague, human",0
San Benito,2017,Total,Psittacosis,0
San Benito,2017,Total,Q Fever,1
San Benito,2017,Total,"Rabies, human",0
San Benito,2017,Total,Relapsing Fever,0
San Benito,2017,Total,Salmonellosis,2
San Benito,2017,Total,Scombroid Fish Poisoning,0
San Benito,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),2
San Benito,2017,Total,Shigellosis,4
San Benito,2017,Total,Spotted Fever Rickettsiosis,0
San Benito,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
San Benito,2017,Total,Trichinosis,0
San Benito,2017,Total,Tularemia,0
San Benito,2017,Total,"Typhoid Fever, case",0
San Benito,2017,Total,Typhus Fever,0
San Benito,2017,Total,Vibrio Infection (non-Cholera),0
San Benito,2017,Total,Yellow Fever,0
San Benito,2017,Total,Yersiniosis,0
San Benito,2017,Total,Zika Virus Infection,0
San Bernardino,2017,Total,Amebiasis,3
San Bernardino,2017,Total,Anaplasmosis,0
San Bernardino,2017,Total,Anthrax,0
San Bernardino,2017,Total,Babesiosis,0
San Bernardino,2017,Total,"Botulism, Foodborne",0
San Bernardino,2017,Total,"Botulism, Other",0
San Bernardino,2017,Total,"Botulism, Wound",5
San Bernardino,2017,Total,Brucellosis,2
San Bernardino,2017,Total,Campylobacteriosis,265
San Bernardino,2017,Total,Chikungunya Virus Infection,0
San Bernardino,2017,Total,Cholera,0
San Bernardino,2017,Total,Ciguatera Fish Poisoning,0
San Bernardino,2017,Total,Coccidioidomycosis,88
San Bernardino,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,1
San Bernardino,2017,Total,Cryptosporidiosis,8
San Bernardino,2017,Total,Cyclosporiasis,2
San Bernardino,2017,Total,Cysticercosis or Taeniasis,0
San Bernardino,2017,Total,Dengue,3
San Bernardino,2017,Total,Domoic Acid Poisoning,0
San Bernardino,2017,Total,E. coli O157,2
San Bernardino,2017,Total,E. coli Other STEC (non-O157),4
San Bernardino,2017,Total,Ehrlichiosis,1
San Bernardino,2017,Total,Flavivirus Infection of Undetermined Species,0
San Bernardino,2017,Total,Giardiasis,52
San Bernardino,2017,Total,Hantavirus Infection,0
San Bernardino,2017,Total,Hemolytic Uremic Syndrome,2
San Bernardino,2017,Total,"Hepatitis E, acute infection",3
San Bernardino,2017,Total,Legionellosis,30
San Bernardino,2017,Total,Leprosy,0
San Bernardino,2017,Total,Leptospirosis,0
San Bernardino,2017,Total,Listeriosis,3
San Bernardino,2017,Total,Lyme Disease,0
San Bernardino,2017,Total,Malaria,5
San Bernardino,2017,Total,Paralytic Shellfish Poisoning,0
San Bernardino,2017,Total,"Plague, human",0
San Bernardino,2017,Total,Psittacosis,0
San Bernardino,2017,Total,Q Fever,3
San Bernardino,2017,Total,"Rabies, human",0
San Bernardino,2017,Total,Relapsing Fever,0
San Bernardino,2017,Total,Salmonellosis,231
San Bernardino,2017,Total,Scombroid Fish Poisoning,0
San Bernardino,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),4
San Bernardino,2017,Total,Shigellosis,72
San Bernardino,2017,Total,Spotted Fever Rickettsiosis,1
San Bernardino,2017,Total,Streptococcal Infection (cases in food and dairy workers),5
San Bernardino,2017,Total,Trichinosis,0
San Bernardino,2017,Total,Tularemia,0
San Bernardino,2017,Total,"Typhoid Fever, case",2
San Bernardino,2017,Total,Typhus Fever,0
San Bernardino,2017,Total,Vibrio Infection (non-Cholera),5
San Bernardino,2017,Total,Yellow Fever,0
San Bernardino,2017,Total,Yersiniosis,2
San Bernardino,2017,Total,Zika Virus Infection,7
San Diego,2017,Total,Amebiasis,10
San Diego,2017,Total,Anaplasmosis,0
San Diego,2017,Total,Anthrax,0
San Diego,2017,Total,Babesiosis,1
San Diego,2017,Total,"Botulism, Foodborne",0
San Diego,2017,Total,"Botulism, Other",1
San Diego,2017,Total,"Botulism, Wound",4
San Diego,2017,Total,Brucellosis,4
San Diego,2017,Total,Campylobacteriosis,884
San Diego,2017,Total,Chikungunya Virus Infection,3
San Diego,2017,Total,Cholera,0
San Diego,2017,Total,Ciguatera Fish Poisoning,0
San Diego,2017,Total,Coccidioidomycosis,274
San Diego,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,7
San Diego,2017,Total,Cryptosporidiosis,55
San Diego,2017,Total,Cyclosporiasis,5
San Diego,2017,Total,Cysticercosis or Taeniasis,1
San Diego,2017,Total,Dengue,9
San Diego,2017,Total,Domoic Acid Poisoning,0
San Diego,2017,Total,E. coli O157,257
San Diego,2017,Total,E. coli Other STEC (non-O157),40
San Diego,2017,Total,Ehrlichiosis,0
San Diego,2017,Total,Flavivirus Infection of Undetermined Species,0
San Diego,2017,Total,Giardiasis,321
San Diego,2017,Total,Hantavirus Infection,0
San Diego,2017,Total,Hemolytic Uremic Syndrome,19
San Diego,2017,Total,"Hepatitis E, acute infection",2
San Diego,2017,Total,Legionellosis,63
San Diego,2017,Total,Leprosy,0
San Diego,2017,Total,Leptospirosis,1
San Diego,2017,Total,Listeriosis,17
San Diego,2017,Total,Lyme Disease,18
San Diego,2017,Total,Malaria,7
San Diego,2017,Total,Paralytic Shellfish Poisoning,0
San Diego,2017,Total,"Plague, human",0
San Diego,2017,Total,Psittacosis,2
San Diego,2017,Total,Q Fever,2
San Diego,2017,Total,"Rabies, human",0
San Diego,2017,Total,Relapsing Fever,0
San Diego,2017,Total,Salmonellosis,569
San Diego,2017,Total,Scombroid Fish Poisoning,6
San Diego,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),15
San Diego,2017,Total,Shigellosis,334
San Diego,2017,Total,Spotted Fever Rickettsiosis,3
San Diego,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
San Diego,2017,Total,Trichinosis,0
San Diego,2017,Total,Tularemia,0
San Diego,2017,Total,"Typhoid Fever, case",2
San Diego,2017,Total,Typhus Fever,2
San Diego,2017,Total,Vibrio Infection (non-Cholera),50
San Diego,2017,Total,Yellow Fever,0
San Diego,2017,Total,Yersiniosis,61
San Diego,2017,Total,Zika Virus Infection,22
San Francisco,2017,Total,Amebiasis,0
San Francisco,2017,Total,Anaplasmosis,0
San Francisco,2017,Total,Anthrax,0
San Francisco,2017,Total,Babesiosis,1
San Francisco,2017,Total,"Botulism, Foodborne",0
San Francisco,2017,Total,"Botulism, Other",0
San Francisco,2017,Total,"Botulism, Wound",0
San Francisco,2017,Total,Brucellosis,0
San Francisco,2017,Total,Campylobacteriosis,422
San Francisco,2017,Total,Chikungunya Virus Infection,0
San Francisco,2017,Total,Cholera,0
San Francisco,2017,Total,Ciguatera Fish Poisoning,0
San Francisco,2017,Total,Coccidioidomycosis,14
San Francisco,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
San Francisco,2017,Total,Cryptosporidiosis,25
San Francisco,2017,Total,Cyclosporiasis,3
San Francisco,2017,Total,Cysticercosis or Taeniasis,1
San Francisco,2017,Total,Dengue,2
San Francisco,2017,Total,Domoic Acid Poisoning,0
San Francisco,2017,Total,E. coli O157,22
San Francisco,2017,Total,E. coli Other STEC (non-O157),31
San Francisco,2017,Total,Ehrlichiosis,0
San Francisco,2017,Total,Flavivirus Infection of Undetermined Species,0
San Francisco,2017,Total,Giardiasis,244
San Francisco,2017,Total,Hantavirus Infection,0
San Francisco,2017,Total,Hemolytic Uremic Syndrome,1
San Francisco,2017,Total,"Hepatitis E, acute infection",5
San Francisco,2017,Total,Legionellosis,7
San Francisco,2017,Total,Leprosy,0
San Francisco,2017,Total,Leptospirosis,1
San Francisco,2017,Total,Listeriosis,5
San Francisco,2017,Total,Lyme Disease,20
San Francisco,2017,Total,Malaria,6
San Francisco,2017,Total,Paralytic Shellfish Poisoning,0
San Francisco,2017,Total,"Plague, human",0
San Francisco,2017,Total,Psittacosis,0
San Francisco,2017,Total,Q Fever,0
San Francisco,2017,Total,"Rabies, human",0
San Francisco,2017,Total,Relapsing Fever,0
San Francisco,2017,Total,Salmonellosis,163
San Francisco,2017,Total,Scombroid Fish Poisoning,2
San Francisco,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),5
San Francisco,2017,Total,Shigellosis,183
San Francisco,2017,Total,Spotted Fever Rickettsiosis,1
San Francisco,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
San Francisco,2017,Total,Trichinosis,0
San Francisco,2017,Total,Tularemia,0
San Francisco,2017,Total,"Typhoid Fever, case",3
San Francisco,2017,Total,Typhus Fever,0
San Francisco,2017,Total,Vibrio Infection (non-Cholera),16
San Francisco,2017,Total,Yellow Fever,0
San Francisco,2017,Total,Yersiniosis,10
San Francisco,2017,Total,Zika Virus Infection,9
San Joaquin,2017,Total,Amebiasis,0
San Joaquin,2017,Total,Anaplasmosis,0
San Joaquin,2017,Total,Anthrax,0
San Joaquin,2017,Total,Babesiosis,0
San Joaquin,2017,Total,"Botulism, Foodborne",4
San Joaquin,2017,Total,"Botulism, Other",0
San Joaquin,2017,Total,"Botulism, Wound",1
San Joaquin,2017,Total,Brucellosis,0
San Joaquin,2017,Total,Campylobacteriosis,259
San Joaquin,2017,Total,Chikungunya Virus Infection,1
San Joaquin,2017,Total,Cholera,0
San Joaquin,2017,Total,Ciguatera Fish Poisoning,0
San Joaquin,2017,Total,Coccidioidomycosis,201
San Joaquin,2017,Total,Creutzfeldt-Jakob Disease and other Transmissible Spongiform Encephalopathies,0
San Joaquin,2017,Total,Cryptosporidiosis,32
San Joaquin,2017,Total,Cyclosporiasis,0
San Joaquin,2017,Total,Cysticercosis or Taeniasis,0
San Joaquin,2017,Total,Dengue,2
San Joaquin,2017,Total,Domoic Acid Poisoning,0
San Joaquin,2017,Total,E. coli O157,8
San Joaquin,2017,Total,E. coli Other STEC (non-O157),20
San Joaquin,2017,Total,Ehrlichiosis,0
San Joaquin,2017,Total,Flavivirus Infection of Undetermined Species,0
San Joaquin,2017,Total,Giardiasis,41
San Joaquin,2017,Total,Hantavirus Infection,0
San Joaquin,2017,Total,Hemolytic Uremic Syndrome,0
San Joaquin,2017,Total,"Hepatitis E, acute infection",0
San Joaquin,2017,Total,Legionellosis,7
San Joaquin,2017,Total,Leprosy,0
San Joaquin,2017,Total,Leptospirosis,0
San Joaquin,2017,Total,Listeriosis,2
San Joaquin,2017,Total,Lyme Disease,0
San Joaquin,2017,Total,Malaria,5
San Joaquin,2017,Total,Paralytic Shellfish Poisoning,0
San Joaquin,2017,Total,"Plague, human",0
San Joaquin,2017,Total,Psittacosis,0
San Joaquin,2017,Total,Q Fever,1
San Joaquin,2017,Total,"Rabies, human",0
San Joaquin,2017,Total,Relapsing Fever,0
San Joaquin,2017,Total,Salmonellosis,111
San Joaquin,2017,Total,Scombroid Fish Poisoning,0
San Joaquin,2017,Total,Shiga Toxin Positive Feces (without culture confirmation),4
San Joaquin,2017,Total,Shigellosis,39
San Joaquin,2017,Total,Spotted Fever Rickettsiosis,0
San Joaquin,2017,Total,Streptococcal Infection (cases in food and dairy workers),0
San Joaquin,2017,Total,Trichinosis,0
San Joaquin,2017,Total,Tularemia,0
San Joaquin,2017,Total,"Typhoid Fever, case",4
San Joaquin,2017,Total,Typhus Fever,0
San Joaquin,2017,Total,Vibrio Infection (non-Cholera),3
San Joaquin,2017,Total,Yellow Fever,0
San Joaquin,2017,Total,Yersiniosis,1
San Joaquin,2017,Total,Zika Virus Infection,1
San Luis Obispo,2017,Total,Amebiasis,0
San Luis Obispo,2017,Total,Anaplasmosis,0
San Luis Obispo,2017,Total,Anthrax,0
San Luis Obispo,2017,Total,Babesiosis,0
San Luis Obispo,2017,Total,"Botulism, Foodborne",0
San Luis Obispo,2017,Total,"Botulism, Other",0
San Luis Obispo,2017,Total,"Botulism, Wound",0
San Luis Obispo,2017,Total,Brucellosis,0
San Luis Obispo,2017,Total,Campylobacteriosis,70
