County,Year,Sex,Disease,Cases,Branch
Humboldt,2021,Total,Psittacosis,0,IDB
Imperial,2021,Total,Psittacosis,0,IDB
Inyo,2021,Total,Psittacosis,0,IDB
Kern,2021,Total,Psittacosis,0,IDB
Kings,2021,Total,Psittacosis,0,IDB
Lake,2021,Total,Psittacosis,0,IDB
Lassen,2021,Total,Psittacosis,0,IDB
Los Angeles,2021,Total,Psittacosis,0,IDB
Madera,2021,Total,Psittacosis,0,IDB
Marin,2021,Total,Psittacosis,0,IDB
Mariposa,2021,Total,Psittacosis,0,IDB
Mendocino,2021,Total,Psittacosis,0,IDB
Merced,2021,Total,Psittacosis,0,IDB
Modoc,2021,Total,Psittacosis,0,IDB
Mono,2021,Total,Psittacosis,0,IDB
Monterey,2021,Total,Psittacosis,0,IDB
Napa,2021,Total,Psittacosis,0,IDB
Nevada,2021,Total,Psittacosis,0,IDB
Orange,2021,Total,Psittacosis,0,IDB
Placer,2021,Total,Psittacosis,0,IDB
Plumas,2021,Total,Psittacosis,0,IDB
Riverside,2021,Total,Psittacosis,0,IDB
Sacramento,2021,Total,Psittacosis,0,IDB
San Benito,2021,Total,Psittacosis,0,IDB
San Bernardino,2021,Total,Psittacosis,0,IDB
San Diego,2021,Total,Psittacosis,0,IDB
San Francisco,2021,Total,Psittacosis,0,IDB
San Joaquin,2021,Total,Psittacosis,0,IDB
San Luis Obispo,2021,Total,Psittacosis,0,IDB
San Mateo,2021,Total,Psittacosis,0,IDB
Santa Barbara,2021,Total,Psittacosis,0,IDB
Santa Clara,2021,Total,Psittacosis,0,IDB
Santa Cruz,2021,Total,Psittacosis,0,IDB
Shasta,2021,Total,Psittacosis,0,IDB
Sierra,2021,Total,Psittacosis,0,IDB
Siskiyou,2021,Total,Psittacosis,0,IDB
Solano,2021,Total,Psittacosis,0,IDB
Sonoma,2021,Total,Psittacosis,0,IDB
Stanislaus,2021,Total,Psittacosis,0,IDB
Sutter,2021,Total,Psittacosis,0,IDB
Tehama,2021,Total,Psittacosis,0,IDB
Trinity,2021,Total,Psittacosis,0,IDB
Tulare,2021,Total,Psittacosis,0,IDB
Tuolumne,2021,Total,Psittacosis,0,IDB
Ventura,2021,Total,Psittacosis,0,IDB
Yolo,2021,Total,Psittacosis,0,IDB
Yuba,2021,Total,Psittacosis,0,IDB
Alameda,2021,Total,Q Fever,1,IDB
Alpine,2021,Total,Q Fever,0,IDB
Amador,2021,Total,Q Fever,0,IDB
Butte,2021,Total,Q Fever,0,IDB
Calaveras,2021,Total,Q Fever,0,IDB
CALIFORNIA,2021,Total,Q Fever,55,IDB
Colusa,2021,Total,Q Fever,0,IDB
Contra Costa,2021,Total,Q Fever,1,IDB
Del Norte,2021,Total,Q Fever,0,IDB
El Dorado,2021,Total,Q Fever,0,IDB
Fresno,2021,Total,Q Fever,7,IDB
Glenn,2021,Total,Q Fever,0,IDB
Humboldt,2021,Total,Q Fever,0,IDB
Imperial,2021,Total,Q Fever,0,IDB
Inyo,2021,Total,Q Fever,0,IDB
Kern,2021,Total,Q Fever,1,IDB
Kings,2021,Total,Q Fever,0,IDB
Lake,2021,Total,Q Fever,0,IDB
Lassen,2021,Total,Q Fever,0,IDB
Los Angeles,2021,Total,Q Fever,3,IDB
Madera,2021,Total,Q Fever,0,IDB
Marin,2021,Total,Q Fever,1,IDB
Mariposa,2021,Total,Q Fever,0,IDB
Mendocino,2021,Total,Q Fever,0,IDB
Merced,2021,Total,Q Fever,0,IDB
Modoc,2021,Total,Q Fever,0,IDB
Mono,2021,Total,Q Fever,0,IDB
Monterey,2021,Total,Q Fever,0,IDB
Napa,2021,Total,Q Fever,0,IDB
Nevada,2021,Total,Q Fever,0,IDB
Orange,2021,Total,Q Fever,0,IDB
Placer,2021,Total,Q Fever,0,IDB
Plumas,2021,Total,Q Fever,0,IDB
Riverside,2021,Total,Q Fever,16,IDB
Sacramento,2021,Total,Q Fever,3,IDB
San Benito,2021,Total,Q Fever,0,IDB
San Bernardino,2021,Total,Q Fever,4,IDB
San Diego,2021,Total,Q Fever,0,IDB
San Francisco,2021,Total,Q Fever,1,IDB
San Joaquin,2021,Total,Q Fever,4,IDB
San Luis Obispo,2021,Total,Q Fever,0,IDB
San Mateo,2021,Total,Q Fever,0,IDB
Santa Barbara,2021,Total,Q Fever,1,IDB
Santa Clara,2021,Total,Q Fever,2,IDB
Santa Cruz,2021,Total,Q Fever,0,IDB
Shasta,2021,Total,Q Fever,0,IDB
Sierra,2021,Total,Q Fever,0,IDB
Siskiyou,2021,Total,Q Fever,0,IDB
Solano,2021,Total,Q Fever,1,IDB
Sonoma,2021,Total,Q Fever,1,IDB
Stanislaus,2021,Total,Q Fever,4,IDB
Sutter,2021,Total,Q Fever,0,IDB
Tehama,2021,Total,Q Fever,0,IDB
Trinity,2021,Total,Q Fever,0,IDB
Tulare,2021,Total,Q Fever,0,IDB
Tuolumne,2021,Total,Q Fever,0,IDB
Ventura,2021,Total,Q Fever,1,IDB
Yolo,2021,Total,Q Fever,3,IDB
Yuba,2021,Total,Q Fever,0,IDB
Alameda,2021,Total,"Rabies, human",0,IDB
Alpine,2021,Total,"Rabies, human",0,IDB
Amador,2021,Total,"Rabies, human",0,IDB
Butte,2021,Total,"Rabies, human",0,IDB
Calaveras,2021,Total,"Rabies, human",0,IDB
CALIFORNIA,2021,Total,"Rabies, human",0,IDB
Colusa,2021,Total,"Rabies, human",0,IDB
Contra Costa,2021,Total,"Rabies, human",0,IDB
Del Norte,2021,Total,"Rabies, human",0,IDB
El Dorado,2021,Total,"Rabies, human",0,IDB
Fresno,2021,Total,"Rabies, human",0,IDB
Glenn,2021,Total,"Rabies, human",0,IDB
Humboldt,2021,Total,"Rabies, human",0,IDB
Imperial,2021,Total,"Rabies, human",0,IDB
Inyo,2021,Total,"Rabies, human",0,IDB
Kern,2021,Total,"Rabies, human",0,IDB
Kings,2021,Total,"Rabies, human",0,IDB
Lake,2021,Total,"Rabies, human",0,IDB
Lassen,2021,Total,"Rabies, human",0,IDB
Los Angeles,2021,Total,"Rabies, human",0,IDB
Madera,2021,Total,"Rabies, human",0,IDB
Marin,2021,Total,"Rabies, human",0,IDB
Mariposa,2021,Total,"Rabies, human",0,IDB
Mendocino,2021,Total,"Rabies, human",0,IDB
Merced,2021,Total,"Rabies, human",0,IDB
Modoc,2021,Total,"Rabies, human",0,IDB
Mono,2021,Total,"Rabies, human",0,IDB
Monterey,2021,Total,"Rabies, human",0,IDB
Napa,2021,Total,"Rabies, human",0,IDB
Nevada,2021,Total,"Rabies, human",0,IDB
Orange,2021,Total,"Rabies, human",0,IDB
Placer,2021,Total,"Rabies, human",0,IDB
Plumas,2021,Total,"Rabies, human",0,IDB
Riverside,2021,Total,"Rabies, human",0,IDB
Sacramento,2021,Total,"Rabies, human",0,IDB
San Benito,2021,Total,"Rabies, human",0,IDB
San Bernardino,2021,Total,"Rabies, human",0,IDB
San Diego,2021,Total,"Rabies, human",0,IDB
San Francisco,2021,Total,"Rabies, human",0,IDB
San Joaquin,2021,Total,"Rabies, human",0,IDB
San Luis Obispo,2021,Total,"Rabies, human",0,IDB
San Mateo,2021,Total,"Rabies, human",0,IDB
Santa Barbara,2021,Total,"Rabies, human",0,IDB
Santa Clara,2021,Total,"Rabies, human",0,IDB
Santa Cruz,2021,Total,"Rabies, human",0,IDB
Shasta,2021,Total,"Rabies, human",0,IDB
Sierra,2021,Total,"Rabies, human",0,IDB
Siskiyou,2021,Total,"Rabies, human",0,IDB
Solano,2021,Total,"Rabies, human",0,IDB
Sonoma,2021,Total,"Rabies, human",0,IDB
Stanislaus,2021,Total,"Rabies, human",0,IDB
Sutter,2021,Total,"Rabies, human",0,IDB
Tehama,2021,Total,"Rabies, human",0,IDB
Trinity,2021,Total,"Rabies, human",0,IDB
Tulare,2021,Total,"Rabies, human",0,IDB
Tuolumne,2021,Total,"Rabies, human",0,IDB
Ventura,2021,Total,"Rabies, human",0,IDB
Yolo,2021,Total,"Rabies, human",0,IDB
Yuba,2021,Total,"Rabies, human",0,IDB
Alameda,2021,Total,Relapsing Fever,0,IDB
Alpine,2021,Total,Relapsing Fever,0,IDB
Amador,2021,Total,Relapsing Fever,0,IDB
Butte,2021,Total,Relapsing Fever,0,IDB
Calaveras,2021,Total,Relapsing Fever,0,IDB
CALIFORNIA,2021,Total,Relapsing Fever,8,IDB
Colusa,2021,Total,Relapsing Fever,0,IDB
Contra Costa,2021,Total,Relapsing Fever,0,IDB
Del Norte,2021,Total,Relapsing Fever,0,IDB
El Dorado,2021,Total,Relapsing Fever,0,IDB
Fresno,2021,Total,Relapsing Fever,1,IDB
Glenn,2021,Total,Relapsing Fever,0,IDB
Humboldt,2021,Total,Relapsing Fever,0,IDB
Imperial,2021,Total,Relapsing Fever,0,IDB
Inyo,2021,Total,Relapsing Fever,0,IDB
Kern,2021,Total,Relapsing Fever,0,IDB
Kings,2021,Total,Relapsing Fever,0,IDB
Lake,2021,Total,Relapsing Fever,0,IDB
Lassen,2021,Total,Relapsing Fever,0,IDB
Los Angeles,2021,Total,Relapsing Fever,2,IDB
Madera,2021,Total,Relapsing Fever,0,IDB
Marin,2021,Total,Relapsing Fever,0,IDB
Mariposa,2021,Total,Relapsing Fever,0,IDB
Mendocino,2021,Total,Relapsing Fever,0,IDB
Merced,2021,Total,Relapsing Fever,0,IDB
Modoc,2021,Total,Relapsing Fever,0,IDB
Mono,2021,Total,Relapsing Fever,1,IDB
Monterey,2021,Total,Relapsing Fever,0,IDB
Napa,2021,Total,Relapsing Fever,0,IDB
Nevada,2021,Total,Relapsing Fever,0,IDB
Orange,2021,Total,Relapsing Fever,0,IDB
Placer,2021,Total,Relapsing Fever,0,IDB
Plumas,2021,Total,Relapsing Fever,0,IDB
Riverside,2021,Total,Relapsing Fever,0,IDB
Sacramento,2021,Total,Relapsing Fever,0,IDB
San Benito,2021,Total,Relapsing Fever,0,IDB
San Bernardino,2021,Total,Relapsing Fever,0,IDB
San Diego,2021,Total,Relapsing Fever,2,IDB
San Francisco,2021,Total,Relapsing Fever,0,IDB
San Joaquin,2021,Total,Relapsing Fever,0,IDB
San Luis Obispo,2021,Total,Relapsing Fever,0,IDB
San Mateo,2021,Total,Relapsing Fever,1,IDB
Santa Barbara,2021,Total,Relapsing Fever,0,IDB
Santa Clara,2021,Total,Relapsing Fever,0,IDB
Santa Cruz,2021,Total,Relapsing Fever,0,IDB
Shasta,2021,Total,Relapsing Fever,0,IDB
Sierra,2021,Total,Relapsing Fever,0,IDB
Siskiyou,2021,Total,Relapsing Fever,0,IDB
Solano,2021,Total,Relapsing Fever,0,IDB
Sonoma,2021,Total,Relapsing Fever,0,IDB
Stanislaus,2021,Total,Relapsing Fever,0,IDB
Sutter,2021,Total,Relapsing Fever,0,IDB
Tehama,2021,Total,Relapsing Fever,0,IDB
Trinity,2021,Total,Relapsing Fever,0,IDB
Tulare,2021,Total,Relapsing Fever,0,IDB
Tuolumne,2021,Total,Relapsing Fever,0,IDB
Ventura,2021,Total,Relapsing Fever,1,IDB
Yolo,2021,Total,Relapsing Fever,0,IDB
Yuba,2021,Total,Relapsing Fever,0,IDB
Alameda,2021,Total,Salmonellosis,169,IDB
Alpine,2021,Total,Salmonellosis,1,IDB
Amador,2021,Total,Salmonellosis,6,IDB
Butte,2021,Total,Salmonellosis,37,IDB
Calaveras,2021,Total,Salmonellosis,2,IDB
CALIFORNIA,2021,Total,Salmonellosis,4625,IDB
Colusa,2021,Total,Salmonellosis,1,IDB
Contra Costa,2021,Total,Salmonellosis,141,IDB
Del Norte,2021,Total,Salmonellosis,1,IDB
El Dorado,2021,Total,Salmonellosis,21,IDB
Fresno,2021,Total,Salmonellosis,111,IDB
Glenn,2021,Total,Salmonellosis,8,IDB
Humboldt,2021,Total,Salmonellosis,5,IDB
Imperial,2021,Total,Salmonellosis,49,IDB
Inyo,2021,Total,Salmonellosis,2,IDB
Kern,2021,Total,Salmonellosis,70,IDB
Kings,2021,Total,Salmonellosis,12,IDB
Lake,2021,Total,Salmonellosis,8,IDB
Lassen,2021,Total,Salmonellosis,1,IDB
Los Angeles,2021,Total,Salmonellosis,1111,IDB
Madera,2021,Total,Salmonellosis,12,IDB
Marin,2021,Total,Salmonellosis,31,IDB
Mariposa,2021,Total,Salmonellosis,0,IDB
Mendocino,2021,Total,Salmonellosis,13,IDB
Merced,2021,Total,Salmonellosis,26,IDB
Modoc,2021,Total,Salmonellosis,0,IDB
Mono,2021,Total,Salmonellosis,4,IDB
Monterey,2021,Total,Salmonellosis,31,IDB
Napa,2021,Total,Salmonellosis,15,IDB
Nevada,2021,Total,Salmonellosis,18,IDB
Orange,2021,Total,Salmonellosis,332,IDB
Placer,2021,Total,Salmonellosis,58,IDB
Plumas,2021,Total,Salmonellosis,0,IDB
Riverside,2021,Total,Salmonellosis,270,IDB
Sacramento,2021,Total,Salmonellosis,143,IDB
San Benito,2021,Total,Salmonellosis,17,IDB
San Bernardino,2021,Total,Salmonellosis,284,IDB
San Diego,2021,Total,Salmonellosis,590,IDB
San Francisco,2021,Total,Salmonellosis,72,IDB
San Joaquin,2021,Total,Salmonellosis,80,IDB
San Luis Obispo,2021,Total,Salmonellosis,27,IDB
San Mateo,2021,Total,Salmonellosis,79,IDB
Santa Barbara,2021,Total,Salmonellosis,51,IDB
Santa Clara,2021,Total,Salmonellosis,263,IDB
Santa Cruz,2021,Total,Salmonellosis,24,IDB
Shasta,2021,Total,Salmonellosis,28,IDB
Sierra,2021,Total,Salmonellosis,0,IDB
Siskiyou,2021,Total,Salmonellosis,6,IDB
Solano,2021,Total,Salmonellosis,40,IDB
Sonoma,2021,Total,Salmonellosis,53,IDB
Stanislaus,2021,Total,Salmonellosis,40,IDB
Sutter,2021,Total,Salmonellosis,7,IDB
Tehama,2021,Total,Salmonellosis,16,IDB
Trinity,2021,Total,Salmonellosis,3,IDB
Tulare,2021,Total,Salmonellosis,54,IDB
Tuolumne,2021,Total,Salmonellosis,7,IDB
Ventura,2021,Total,Salmonellosis,141,IDB
Yolo,2021,Total,Salmonellosis,20,IDB
Yuba,2021,Total,Salmonellosis,14,IDB
Alameda,2021,Total,Scombroid Fish Poisoning,0,IDB
Alpine,2021,Total,Scombroid Fish Poisoning,0,IDB
Amador,2021,Total,Scombroid Fish Poisoning,0,IDB
Butte,2021,Total,Scombroid Fish Poisoning,0,IDB
Calaveras,2021,Total,Scombroid Fish Poisoning,0,IDB
CALIFORNIA,2021,Total,Scombroid Fish Poisoning,26,IDB
Colusa,2021,Total,Scombroid Fish Poisoning,0,IDB
Contra Costa,2021,Total,Scombroid Fish Poisoning,0,IDB
Del Norte,2021,Total,Scombroid Fish Poisoning,0,IDB
El Dorado,2021,Total,Scombroid Fish Poisoning,0,IDB
Fresno,2021,Total,Scombroid Fish Poisoning,0,IDB
Glenn,2021,Total,Scombroid Fish Poisoning,0,IDB
Humboldt,2021,Total,Scombroid Fish Poisoning,0,IDB
Imperial,2021,Total,Scombroid Fish Poisoning,0,IDB
Inyo,2021,Total,Scombroid Fish Poisoning,0,IDB
Kern,2021,Total,Scombroid Fish Poisoning,0,IDB
Kings,2021,Total,Scombroid Fish Poisoning,0,IDB
Lake,2021,Total,Scombroid Fish Poisoning,0,IDB
Lassen,2021,Total,Scombroid Fish Poisoning,0,IDB
Los Angeles,2021,Total,Scombroid Fish Poisoning,6,IDB
Madera,2021,Total,Scombroid Fish Poisoning,0,IDB
Marin,2021,Total,Scombroid Fish Poisoning,0,IDB
Mariposa,2021,Total,Scombroid Fish Poisoning,0,IDB
Mendocino,2021,Total,Scombroid Fish Poisoning,0,IDB
Merced,2021,Total,Scombroid Fish Poisoning,0,IDB
Modoc,2021,Total,Scombroid Fish Poisoning,0,IDB
Mono,2021,Total,Scombroid Fish Poisoning,0,IDB
Monterey,2021,Total,Scombroid Fish Poisoning,0,IDB
Napa,2021,Total,Scombroid Fish Poisoning,0,IDB
Nevada,2021,Total,Scombroid Fish Poisoning,0,IDB
Orange,2021,Total,Scombroid Fish Poisoning,2,IDB
Placer,2021,Total,Scombroid Fish Poisoning,0,IDB
Plumas,2021,Total,Scombroid Fish Poisoning,0,IDB
Riverside,2021,Total,Scombroid Fish Poisoning,1,IDB
Sacramento,2021,Total,Scombroid Fish Poisoning,0,IDB
San Benito,2021,Total,Scombroid Fish Poisoning,0,IDB
San Bernardino,2021,Total,Scombroid Fish Poisoning,0,IDB
San Diego,2021,Total,Scombroid Fish Poisoning,11,IDB
San Francisco,2021,Total,Scombroid Fish Poisoning,2,IDB
San Joaquin,2021,Total,Scombroid Fish Poisoning,1,IDB
San Luis Obispo,2021,Total,Scombroid Fish Poisoning,2,IDB
San Mateo,2021,Total,Scombroid Fish Poisoning,0,IDB
Santa Barbara,2021,Total,Scombroid Fish Poisoning,0,IDB
Santa Clara,2021,Total,Scombroid Fish Poisoning,0,IDB
Santa Cruz,2021,Total,Scombroid Fish Poisoning,0,IDB
Shasta,2021,Total,Scombroid Fish Poisoning,0,IDB
Sierra,2021,Total,Scombroid Fish Poisoning,0,IDB
Siskiyou,2021,Total,Scombroid Fish Poisoning,0,IDB
Solano,2021,Total,Scombroid Fish Poisoning,0,IDB
Sonoma,2021,Total,Scombroid Fish Poisoning,1,IDB
Stanislaus,2021,Total,Scombroid Fish Poisoning,0,IDB
Sutter,2021,Total,Scombroid Fish Poisoning,0,IDB
Tehama,2021,Total,Scombroid Fish Poisoning,0,IDB
Trinity,2021,Total,Scombroid Fish Poisoning,0,IDB
Tulare,2021,Total,Scombroid Fish Poisoning,0,IDB
Tuolumne,2021,Total,Scombroid Fish Poisoning,0,IDB
Ventura,2021,Total,Scombroid Fish Poisoning,0,IDB
Yolo,2021,Total,Scombroid Fish Poisoning,0,IDB
Yuba,2021,Total,Scombroid Fish Poisoning,0,IDB
Alameda,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,3,IDB
Alpine,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Amador,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Butte,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Calaveras,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
CALIFORNIA,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,49,IDB
Colusa,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Contra Costa,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
Del Norte,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
El Dorado,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Fresno,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,7,IDB
Glenn,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Humboldt,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Imperial,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Inyo,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Kern,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Kings,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Lake,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Lassen,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Los Angeles,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,7,IDB
Madera,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Marin,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
Mariposa,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Mendocino,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Merced,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Modoc,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Mono,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Monterey,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Napa,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Nevada,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Orange,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
Placer,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
Plumas,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Riverside,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Sacramento,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,6,IDB
San Benito,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
San Bernardino,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
San Diego,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
San Francisco,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
San Joaquin,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
San Luis Obispo,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
San Mateo,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Santa Barbara,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Santa Clara,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Santa Cruz,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Shasta,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
Sierra,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Siskiyou,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Solano,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Sonoma,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
Stanislaus,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,2,IDB
Sutter,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Tehama,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Trinity,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Tulare,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Tuolumne,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Ventura,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Yolo,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,1,IDB
Yuba,2021,Total,Shiga toxin-producing E. coli (STEC) with HUS,0,IDB
Alameda,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,100,IDB
Alpine,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,0,IDB
Amador,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,4,IDB
Butte,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,3,IDB
Calaveras,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1,IDB
CALIFORNIA,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1983,IDB
Colusa,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1,IDB
Contra Costa,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,59,IDB
Del Norte,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,0,IDB
El Dorado,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,9,IDB
Fresno,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,61,IDB
Glenn,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1,IDB
Humboldt,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1,IDB
Imperial,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,34,IDB
Inyo,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1,IDB
Kern,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,40,IDB
Kings,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,9,IDB
Lake,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,6,IDB
Lassen,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,0,IDB
Los Angeles,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,509,IDB
Madera,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,10,IDB
Marin,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,27,IDB
Mariposa,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,2,IDB
Mendocino,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,8,IDB
Merced,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,8,IDB
Modoc,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,0,IDB
Mono,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1,IDB
Monterey,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,18,IDB
Napa,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,11,IDB
Nevada,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,7,IDB
Orange,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,129,IDB
Placer,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,16,IDB
Plumas,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,3,IDB
Riverside,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,89,IDB
Sacramento,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,63,IDB
San Benito,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,4,IDB
San Bernardino,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,59,IDB
San Diego,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,160,IDB
San Francisco,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,54,IDB
San Joaquin,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,43,IDB
San Luis Obispo,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,17,IDB
San Mateo,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,44,IDB
Santa Barbara,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,50,IDB
Santa Clara,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,100,IDB
Santa Cruz,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,9,IDB
Shasta,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,11,IDB
Sierra,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,1,IDB
Siskiyou,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,2,IDB
Solano,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,18,IDB
Sonoma,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,38,IDB
Stanislaus,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,20,IDB
Sutter,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,4,IDB
Tehama,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,9,IDB
Trinity,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,0,IDB
Tulare,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,27,IDB
Tuolumne,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,4,IDB
Ventura,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,65,IDB
Yolo,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,10,IDB
Yuba,2021,Total,Shiga toxin-producing E. coli (STEC) without HUS,3,IDB
Alameda,2021,Total,Shigellosis,105,IDB
Alpine,2021,Total,Shigellosis,0,IDB
Amador,2021,Total,Shigellosis,1,IDB
Butte,2021,Total,Shigellosis,2,IDB
Calaveras,2021,Total,Shigellosis,1,IDB
