Name,Label,Concept,Required,Attributes,Limit,Predicate Type,Group,Valid Value
PCT012A052,Male: !! 49 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A053,Male: !! 50 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A054,Male: !! 51 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A055,Male: !! 52 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A056,Male: !! 53 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A057,Male: !! 54 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A058,Male: !! 55 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A059,Male: !! 56 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A060,Male: !! 57 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A061,Male: !! 58 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A062,Male: !! 59 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A063,Male: !! 60 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A064,Male: !! 61 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A065,Male: !! 62 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A066,Male: !! 63 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A067,Male: !! 64 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A068,Male: !! 65 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A069,Male: !! 66 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A070,Male: !! 67 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A071,Male: !! 68 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A072,Male: !! 69 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A073,Male: !! 70 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A074,Male: !! 71 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A075,Male: !! 72 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A076,Male: !! 73 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A077,Male: !! 74 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A078,Male: !! 75 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A079,Male: !! 76 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A080,Male: !! 77 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A081,Male: !! 78 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A082,Male: !! 79 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A083,Male: !! 80 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A084,Male: !! 81 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A085,Male: !! 82 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A086,Male: !! 83 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A087,Male: !! 84 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A088,Male: !! 85 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A089,Male: !! 86 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A090,Male: !! 87 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A091,Male: !! 88 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A092,Male: !! 89 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A093,Male: !! 90 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A094,Male: !! 91 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A095,Male: !! 92 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A096,Male: !! 93 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A097,Male: !! 94 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A098,Male: !! 95 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A099,Male: !! 96 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A100,Male: !! 97 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A101,Male: !! 98 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A102,Male: !! 99 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A103,Male: !! 100 to 104 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A104,Male: !! 105 to 109 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A105,Male: !! 110 years and over,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A106,Female:,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A107,Female: !! Under 1 year,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A108,Female: !! 1 year,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A109,Female: !! 2 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A110,Female: !! 3 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A111,Female: !! 4 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A112,Female: !! 5 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A113,Female: !! 6 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A114,Female: !! 7 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A115,Female: !! 8 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A116,Female: !! 9 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A117,Female: !! 10 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A118,Female: !! 11 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A119,Female: !! 12 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A120,Female: !! 13 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A121,Female: !! 14 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A122,Female: !! 15 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A123,Female: !! 16 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A124,Female: !! 17 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A125,Female: !! 18 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A126,Female: !! 19 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A127,Female: !! 20 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A128,Female: !! 21 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A129,Female: !! 22 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A130,Female: !! 23 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A131,Female: !! 24 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A132,Female: !! 25 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A133,Female: !! 26 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A134,Female: !! 27 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A135,Female: !! 28 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A136,Female: !! 29 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A137,Female: !! 30 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A138,Female: !! 31 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A139,Female: !! 32 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A140,Female: !! 33 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A141,Female: !! 34 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A142,Female: !! 35 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A143,Female: !! 36 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A144,Female: !! 37 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A145,Female: !! 38 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A146,Female: !! 39 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A147,Female: !! 40 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A148,Female: !! 41 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A149,Female: !! 42 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A150,Female: !! 43 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A151,Female: !! 44 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A152,Female: !! 45 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A153,Female: !! 46 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A154,Female: !! 47 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A155,Female: !! 48 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A156,Female: !! 49 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A157,Female: !! 50 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A158,Female: !! 51 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A159,Female: !! 52 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A160,Female: !! 53 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A161,Female: !! 54 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A162,Female: !! 55 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A163,Female: !! 56 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A164,Female: !! 57 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A165,Female: !! 58 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A166,Female: !! 59 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A167,Female: !! 60 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A168,Female: !! 61 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A169,Female: !! 62 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A170,Female: !! 63 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A171,Female: !! 64 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A172,Female: !! 65 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A173,Female: !! 66 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A174,Female: !! 67 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A175,Female: !! 68 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A176,Female: !! 69 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A177,Female: !! 70 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A178,Female: !! 71 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A179,Female: !! 72 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A180,Female: !! 73 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A181,Female: !! 74 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A182,Female: !! 75 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A183,Female: !! 76 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A184,Female: !! 77 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A185,Female: !! 78 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A186,Female: !! 79 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A187,Female: !! 80 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A188,Female: !! 81 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A189,Female: !! 82 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A190,Female: !! 83 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A191,Female: !! 84 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A192,Female: !! 85 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A193,Female: !! 86 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A194,Female: !! 87 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A195,Female: !! 88 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A196,Female: !! 89 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A197,Female: !! 90 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A198,Female: !! 91 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A199,Female: !! 92 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A200,Female: !! 93 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A201,Female: !! 94 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A202,Female: !! 95 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A203,Female: !! 96 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A204,Female: !! 97 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A205,Female: !! 98 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A206,Female: !! 99 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A207,Female: !! 100 to 104 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A208,Female: !! 105 to 109 years,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012A209,Female: !! 110 years and over,PCT12A. Sex By Age (White Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B001,People who are Black or African American alone,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B002,Male:,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B003,Male: !! Under 1 year,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B004,Male: !! 1 year,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B005,Male: !! 2 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B006,Male: !! 3 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B007,Male: !! 4 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B008,Male: !! 5 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B009,Male: !! 6 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B010,Male: !! 7 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B011,Male: !! 8 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B012,Male: !! 9 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
PCT012B013,Male: !! 10 years,PCT12B. Sex By Age (Black Or African American Alone) [209],not required,,0,(not a predicate),N/A,N/A
